ID,filename,acne_count,avg_acne_width,avg_acne_height,avg_acne_area,papules_count,pustules_count,comedone_count,nodules_count,avg_redness,global_redness,skin_disease_label,skin_disease_confidence,skin_classification_labels,acne_detected,result
162,OIP (31).jpg,3,106.0,70.0,7564.666666666667,0.22207804809901632,2,0,0,1,0.1757808093994778,NULL,NULL,NULL,1,NaN
163,C0384535-Acne_rosacea.jpg,2,31.5,21.5,684.0,0.2569153957879448,0,2,0,0,0.1931765625442096,NULL,NULL,NULL,1,NaN
164,acne-closed-comedo-40.jpg,8,44.375,25.625,1170.0,0.17274996863525396,5,0,3,0,0.16043342195635318,Acne and Rosacea Photos,0.9184,NULL,1,NaN
165,acne-cystic-17.jpg,7,33.714285714285715,17.857142857142858,669.2857142857143,0.13043977121679617,0,2,4,1,0.12128363751338576,Acne and Rosacea Photos,0.9504,NULL,1,NaN
166,acne-open-comedo-67.jpg,0,0,0,0,0,0,0,0,0,0.2913618146332607,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.8985,NULL,0,NaN
167,hidradenitis-suppurativa-10.jpg,1,30.0,18.0,540.0,0.24142701525054466,0,1,0,0,0.22313794707697893,NULL,NULL,NULL,1,NaN
168,acne-closed-comedo-20.jpg,1,45.0,29.0,1305.0,0.2981398843062129,1,0,0,0,0.24785846628801933,Acne and Rosacea Photos,0.6267,NULL,1,NaN
169,acne-open-comedo-10.jpg,5,17.8,22.2,397.4,0.13958376215349064,0,0,5,0,0.12848460982792362,NULL,NULL,NULL,1,NaN
170,acne-cystic-87.jpg,6,39.166666666666664,25.5,1306.6666666666667,0.2709110728218639,0,1,4,1,0.26634247142830764,NULL,NULL,NULL,1,NaN
171,acne-pustular-21.jpg,8,35.5,21.0,766.375,0.19736726818487055,2,6,0,0,0.1568074221586783,Acne and Rosacea Photos,0.8585,NULL,1,NaN
172,acne-cystic-123.jpg,2,19.0,24.5,475.5,0.27906496048866036,0,1,1,0,0.25486943397469375,Viral infections,0.6623,NULL,1,NaN
173,acne-open-comedo-34.jpg,10,17.4,22.2,399.8,0.19422198922340064,0,0,10,0,0.13501381935753026,Acne and Rosacea Photos,0.4997,NULL,1,NaN
174,perioral-dermatitis-106.jpg,5,27.2,15.2,428.2,0.16985278004447965,0,4,1,0,0.11535113886123495,Acne and Rosacea Photos,0.7071,NULL,1,NaN
175,Before.jpg,7,43.285714285714285,24.714285714285715,1142.7142857142858,0.22951356955657382,3,4,0,0,0.1813510289498223,Viral infections,0.8923,NULL,1,NaN
176,acne-closed-comedo-51 - Copy.jpg,2,41.5,28.0,1162.0,0.24329056331835058,0,1,1,0,0.23698595904509479,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.652,NULL,1,NaN
177,56.jpg,29,22.275862068965516,23.79310344827586,538.0,0.2556414091825216,12,2,15,0,0.18915456561114233,NULL,NULL,NULL,1,NaN
178,perioral-dermatitis-85.jpg,0,0,0,0,0,0,0,0,0,0.2800621019552099,NULL,NULL,NULL,0,NaN
179,acne_treatment_kaliterna1.jpg,7,22.285714285714285,21.428571428571427,502.14285714285717,0.2107377261384158,4,2,1,0,0.18939340025637721,Acne and Rosacea Photos,0.79,NULL,1,NaN
180,perioral-dermatitis-88.jpg,2,26.0,17.5,454.5,0.13496334743047544,0,0,2,0,0.12292173825744987,Acne and Rosacea Photos,0.5446,NULL,1,NaN
181,acne-pustular-69.jpg,1,39.0,20.0,780.0,0.18964303670186022,0,0,1,0,0.14617315550223842,Seborrheic Keratoses and other Benign Tumors,0.8839,NULL,1,NaN
182,acne-pustular-18.jpg,3,27.666666666666668,16.0,460.6666666666667,0.249290420048934,0,3,0,0,0.1813746028503994,Acne and Rosacea Photos,0.8815,NULL,1,NaN
183,R (34).jpg,0,0,0,0,0,0,0,0,0,0.1319102427106233,NULL,NULL,NULL,0,NaN
184,acne-pustular-54.jpg,3,31.333333333333332,20.333333333333332,674.6666666666666,0.25704782871449533,0,1,2,0,0.20482821879337765,Acne and Rosacea Photos,0.7444,NULL,1,NaN
185,acne-open-comedo-60.jpg,2,31.0,16.5,511.0,0.276259221212995,0,0,2,0,0.2331887825168054,NULL,NULL,NULL,1,NaN
186,milia-3.jpg,1,36.0,23.0,828.0,0.23846973572037508,0,0,1,0,0.20349148965141614,Seborrheic Keratoses and other Benign Tumors,0.9484,NULL,1,NaN
187,50.jpg,3,24.333333333333332,31.333333333333332,974.0,0.16936707446511368,2,0,1,0,0.1401700050312027,Acne and Rosacea Photos,0.5932,NULL,1,NaN
188,27.jpg,10,30.0,30.6,1114.6,0.23999283030621615,3,2,3,2,0.19849096257732265,Acne and Rosacea Photos,0.7806,NULL,1,NaN
189,527434_m1.jpg,3,32.0,19.666666666666668,833.6666666666666,0.20493578138916976,0,0,2,1,0.17131962657674535,Acne and Rosacea Photos,0.9076,NULL,1,NaN
190,acne-cystic-106.jpg,2,46.5,31.0,1441.5,0.29355569207155,2,0,0,0,0.26976496436616076,Acne and Rosacea Photos,0.9182,NULL,1,NaN
191,pc438phx95i41.jpg,4,100.25,68.75,6923.5,0.15763327239075736,0,2,2,0,0.09513664417631332,NULL,NULL,NULL,1,NaN
192,acne-open-comedo-70.jpg,3,31.0,18.666666666666668,606.3333333333334,0.12358795265646794,0,0,3,0,0.1074693281267309,NULL,NULL,NULL,1,NaN
193,before-after-acne-treatment.jpg,1,31.0,8.0,248.0,0.18063725490196078,0,1,0,0,0.07669431711345988,Acne and Rosacea Photos,0.9205,NULL,1,NaN
194,acne-closed-comedo-0031 - Copy.jpg,11,35.18181818181818,21.636363636363637,773.4545454545455,0.23102407435321037,3,0,8,0,0.18424105278685546,NULL,NULL,NULL,1,NaN
195,acne-cystic-44.jpg,4,41.0,24.0,1058.25,0.16161572111844547,1,1,2,0,0.15586986725010155,Lupus and other Connective Tissue diseases,0.4307,NULL,1,NaN
196,acne-excoriated-28.jpg,5,18.8,23.2,442.6,0.05663398974226715,1,0,4,0,0.016925629338555036,Exanthems and Drug Eruptions,0.6208,NULL,1,NaN
197,C0031318-Cystic_acne.jpg,1,32.0,24.0,768.0,0.247766033496732,0,0,1,0,0.16139522403708198,Viral infections,0.8656,NULL,1,NaN
198,OIP (29).jpg,2,32.0,16.0,512.0,0.34855991639079875,0,1,1,0,0.2232673424389932,Acne and Rosacea Photos,0.9121,NULL,1,NaN
199,acne-pustular-10.jpg,10,25.2,15.6,398.6,0.14732044516859918,0,2,8,0,0.11966018610834164,Acne and Rosacea Photos,0.9515,NULL,1,NaN
200,47.jpg,7,30.571428571428573,18.714285714285715,579.0,0.0766150297919236,2,1,4,0,0.07087172967846142,Seborrheic Keratoses and other Benign Tumors,0.9231,NULL,1,NaN
201,acne (1).jpg,1,40.0,24.0,960.0,0.22486928104575163,0,0,1,0,0.13785504032049892,Acne and Rosacea Photos,0.9454,Acne,1,NaN
202,OIP (15).jpg,6,28.833333333333332,29.833333333333332,866.5,0.21191437864781137,2,3,1,0,0.1689919349382265,Acne and Rosacea Photos,0.9417,NULL,1,NaN
203,acne-pustular-6.jpg,14,33.714285714285715,20.642857142857142,729.0,0.18266794803679498,6,1,7,0,0.1652653209353421,Acne and Rosacea Photos,0.9423,NULL,1,NaN
204,11118622-6820319-image-a-24_15528711043151.jpg,1,19.0,18.0,342.0,0.21238390092879256,1,0,0,0,0.06812243521337523,Acne and Rosacea Photos,0.782,NULL,1,NaN
205,IMG_20190708_023210.jpg.7232dbb2bd7459bc1f8ae066423aa7a4.jpg,0,0,0,0,0,0,0,0,0,0.049556558169934636,NULL,NULL,NULL,0,NaN
206,acne-cystic-4.jpg,10,31.8,20.4,690.0,0.2403124940107244,3,0,7,0,0.21931225420959344,Acne and Rosacea Photos,0.8811,NULL,1,NaN
207,2 (1)11.jpg,5,32.4,30.8,1043.6,0.22220548025203088,1,1,2,1,0.16371807015008216,Acne and Rosacea Photos,0.6855,NULL,1,NaN
208,7b5781acbf8cf3ef59928bf1fd56df9eC!r23ac1983a0274adecccb505518971ace.jpg,3,26.666666666666668,30.666666666666668,821.0,0.23391527733556883,3,0,0,0,0.1089524533071448,Acne and Rosacea Photos,0.8695,NULL,1,NaN
209,acne-open-comedo-17.jpg,2,48.5,30.5,1600.0,0.21194435534358977,0,0,1,1,0.16689942470043576,NULL,NULL,NULL,1,NaN
210,acne-scarring-300x300.jpg,8,18.875,18.75,364.375,0.20747552110531362,3,1,4,0,0.19569823529411765,Acne and Rosacea Photos,0.9253,NULL,1,NaN
211,acne (1)11.jpg,3,26.666666666666668,23.333333333333332,639.3333333333334,0.21372025650271476,2,0,1,0,0.164509331468932,Acne and Rosacea Photos,0.854,Acne,1,NaN
212,OIP (4).jpg,5,24.8,17.4,435.8,0.29430198886697667,1,1,3,0,0.2285898596676443,Acne and Rosacea Photos,0.9441,NULL,1,NaN
213,unnamed (1).jpg,1,45.0,35.0,1575.0,0.6125776532835356,1,0,0,0,0.4473126054064111,Acne and Rosacea Photos,0.9146,NULL,1,NaN
214,07AcnePittedScars1.jpg,2,25.0,19.0,467.0,0.11733399242049761,1,1,0,0,0.18803669431520253,NULL,NULL,NULL,1,NaN
215,OIP (2).jpg,4,26.0,16.25,448.5,0.25955776489946036,1,1,2,0,0.2355867940446624,Acne and Rosacea Photos,0.6469,Acne,1,NaN
216,image.jpg.074f5bf4398673d5345e34a77d26f2f8.jpg,0,0,0,0,0,0,0,0,0,0.26687758182700166,NULL,NULL,NULL,0,NaN
217,2063533_nintchdbpict000580154756_15883143441.jpg,0,0,0,0,0,0,0,0,0,0.12360958453977446,NULL,NULL,NULL,0,NaN
218,acne-pustular-30.jpg,4,24.75,16.0,412.25,0.22069838526737712,1,0,3,0,0.14008091792510485,Acne and Rosacea Photos,0.9124,NULL,1,NaN
219,acne-pustular-72.jpg,4,40.0,24.5,984.0,0.2742582459868734,2,2,0,0,0.22673351734398245,Acne and Rosacea Photos,0.9331,NULL,1,NaN
220,OIP (10).jpg,0,0,0,0,0,0,0,0,0,0.19488664984767606,Acne and Rosacea Photos,0.7804,"Dark Circles,Dark Circles",0,NaN
221,acne-pustular-32.jpg,3,20.666666666666668,13.666666666666666,283.3333333333333,0.17830807784528405,0,0,3,0,0.1501015698554996,NULL,NULL,NULL,1,NaN
222,acne-closed-comedo-61.jpg,2,49.0,33.0,1633.0,0.20055194465007314,2,0,0,0,0.20919595830242635,NULL,NULL,NULL,1,NaN
223,acne-pustular-16.jpg,20,30.35,17.3,544.7,0.1792285884301327,1,16,2,1,0.15664927670691628,Viral infections,0.7396,NULL,1,NaN
224,acne-open-comedo-57.jpg,0,0,0,0,0,0,0,0,0,0.22861834276194137,NULL,NULL,NULL,0,NaN
225,2058411.jpg,4,16.5,20.0,335.0,0.29312764993911794,2,2,0,0,0.23928894801035325,Acne and Rosacea Photos,0.8798,NULL,1,NaN
226,OIP (24).jpg,5,22.0,29.8,655.0,0.26532986511493517,3,2,0,0,0.17611573083540955,Acne and Rosacea Photos,0.8131,NULL,1,NaN
227,C0384483-Acne_vulgaris.jpg,7,34.714285714285715,22.142857142857142,790.2857142857143,0.16921841860078177,2,3,2,0,0.1347907212885154,Acne and Rosacea Photos,0.9431,NULL,1,NaN
228,acne-pustular-74.jpg,8,40.875,23.125,1068.875,0.344167360552588,0,5,3,0,0.291696901678788,Acne and Rosacea Photos,0.9278,NULL,1,NaN
229,acne-cystic-100.jpg,18,14.555555555555555,18.22222222222222,269.6111111111111,0.3627365366381277,11,1,6,0,0.2188685597057923,Acne and Rosacea Photos,0.4663,NULL,1,NaN
230,R (22).jpg,10,16.1,20.1,327.8,0.22901316219640408,2,3,5,0,0.1222353547103364,Acne and Rosacea Photos,0.9223,NULL,1,NaN
231,acne-infantile-3.jpg,14,35.142857142857146,21.928571428571427,793.7857142857143,0.26011112815076676,5,6,3,0,0.230170697167756,Acne and Rosacea Photos,0.8252,NULL,1,NaN
232,acne-pustular-46.jpg,5,36.0,20.4,776.8,0.2728513367733643,0,1,3,1,0.21986904246503922,Acne and Rosacea Photos,0.7476,NULL,1,NaN
233,OIP (23).jpg,2,24.5,14.5,356.0,0.33675144974377713,0,2,0,0,0.24003137804329167,Acne and Rosacea Photos,0.9391,NULL,1,NaN
234,acne-closed-comedo-27.jpg,0,0,0,0,0,0,0,0,0,0.2698313458953321,NULL,NULL,NULL,0,NaN
235,rosacea-nose-7.jpg,0,0,0,0,0,0,0,0,0,0.17993398806281774,Acne and Rosacea Photos,0.7289,NULL,0,NaN
236,glitter_nails_touching_acne_forehead-1200x628-FACEBOOK.jpg,2,76.5,37.5,2870.5,0.18237041693077782,2,0,0,0,0.11896302714291662,Viral infections,0.6543,NULL,1,NaN
237,Cystic-Acne-Treatment_Pimple-under-the-Skin_image-1.jpg,0,0,0,0,0,0,0,0,0,0.1539029885651687,Tinea Ringworm Candidiasis and other Fungal Infections,0.678,NULL,0,NaN
238,acne-closed-comedo-12.jpg,1,47.0,31.0,1457.0,0.29141399868114715,0,0,1,0,0.2426211082999508,NULL,NULL,NULL,1,NaN
239,OIP (6).jpg,2,22.5,15.5,404.0,0.25493818216941944,0,0,1,1,0.18890247582957828,Acne and Rosacea Photos,0.9358,Red Skin,1,NaN
240,2 (53)1.jpg,5,17.0,11.8,219.8,0.1065006675392071,0,1,3,1,0.03938333204555157,Psoriasis pictures Lichen Dermatosis and related diseases,0.965,NULL,1,NaN
241,acne-scar-2.jpg,8,32.125,20.375,735.375,0.22204290526555134,3,2,3,0,0.16147964324618738,NULL,NULL,NULL,1,NaN
242,acne-infantile-14.jpg,0,0,0,0,0,0,0,0,0,0.1663863880701155,Viral infections,0.6022,NULL,0,NaN
243,2 (51).jpg,2,18.0,17.5,322.5,0.11684640522875817,2,0,0,0,0.08439796659404503,Acne and Rosacea Photos,0.9246,NULL,1,NaN
244,10.jpg,5,18.8,19.2,371.4,0.18474043490166894,5,0,0,0,0.06813792320259812,Acne and Rosacea Photos,0.7907,NULL,1,NaN
245,hidradenitis-suppurativa-60.jpg,10,20.2,23.6,491.0,0.0013267973856209152,4,0,6,0,0.0,NULL,NULL,NULL,1,NaN
246,rosacea-107.jpg,3,15.0,19.666666666666668,312.3333333333333,0.10219591213232983,1,1,1,0,0.04794268072275682,NULL,NULL,NULL,1,NaN
247,hidradenitis-suppurativa-45.jpg,12,16.083333333333332,21.25,362.5,0.17065469847299522,3,0,9,0,0.1465318454359145,Tinea Ringworm Candidiasis and other Fungal Infections,0.4181,NULL,1,NaN
248,20181225_191537.jpg.923b0605b45be754fbbed9051a9bea5e1 - Copy.jpg,4,94.5,122.75,12397.25,0.35800732702741306,2,1,1,0,0.2882980254927492,NULL,NULL,NULL,1,NaN
249,acne-cystic-147.jpg,3,23.666666666666668,25.0,599.0,0.17911461250660374,2,0,1,0,0.10848800819762933,NULL,NULL,NULL,1,NaN
250,2ff3b83bb9bdfec054e2c2273f02c8c6.jpg,2,60.5,64.0,3945.5,0.3165743670392632,0,0,2,0,0.28942191663474887,NULL,NULL,NULL,1,NaN
251,face with acne.jpg,6,28.166666666666668,39.833333333333336,1124.6666666666667,0.19700845049436685,5,0,1,0,0.16982742630164957,Acne and Rosacea Photos,0.6093,NULL,1,NaN
252,acne-cystic-149.jpg,9,13.88888888888889,17.11111111111111,238.55555555555554,0.3371822820301602,2,2,5,0,0.22516739516677856,Systemic Disease,0.5386,NULL,1,NaN
253,image.jpg.e82341306e199844c244558307a055e0.jpg,4,66.75,46.5,3145.75,0.40382045043401305,2,1,1,0,0.23724011150684232,Acne and Rosacea Photos,0.9356,NULL,1,NaN
254,acne-pustular-31.jpg,5,40.0,21.2,856.4,0.17776508735559196,3,2,0,0,0.1217585078060731,Acne and Rosacea Photos,0.9379,NULL,1,NaN
255,acne-pustular-13.jpg,8,36.125,21.875,823.5,0.2037080887029899,3,3,2,0,0.19579809183560432,Acne and Rosacea Photos,0.7705,NULL,1,NaN
256,acne-closed-comedo-003.jpg,5,28.6,17.4,523.8,0.23349111548733226,0,0,5,0,0.1842063135439361,Acne and Rosacea Photos,0.4628,NULL,1,NaN
257,perioral-dermatitis-134.jpg,0,0,0,0,0,0,0,0,0,0.19565844961988546,NULL,NULL,NULL,0,NaN
258,8aeaf633edac569490f585bccd0ca64b1 - Copy.jpg,0,0,0,0,0,0,0,0,0,0.16319199865131237,Viral infections,0.8055,NULL,0,NaN
259,acne-pustular-52.jpg,3,59.0,37.0,2261.3333333333335,0.2247756917668802,2,1,0,0,0.22062207485638655,Acne and Rosacea Photos,0.4016,NULL,1,NaN
260,image.jpg.e82341306e199844c244558307a055e0 (1).jpg,4,66.75,46.5,3145.75,0.40382045043401305,2,1,1,0,0.23724011150684232,Acne and Rosacea Photos,0.9356,NULL,1,NaN
261,acne-cystic-16.jpg,8,28.125,18.75,560.75,0.13669063836672407,1,2,4,1,0.12369925524352868,Acne and Rosacea Photos,0.9424,NULL,1,NaN
262,acne-cystic-3.jpg,1,26.0,14.0,364.0,0.15526287438052142,0,0,1,0,0.12796627065177923,NULL,NULL,NULL,1,NaN
263,acne-pustular-23.jpg,7,52.57142857142857,30.571428571428573,1732.2857142857142,0.2030440728059338,1,4,1,1,0.16524867805918664,Acne and Rosacea Photos,0.8159,NULL,1,NaN
264,R (37).jpg,16,47.25,55.0625,2799.6875,0.042191231045743696,2,3,11,0,0.016206593137254904,Viral infections,0.6181,NULL,1,NaN
265,49.jpg,1,43.0,38.0,1634.0,0.1930076559387525,0,0,1,0,0.15648933697190215,NULL,NULL,NULL,1,NaN
266,acne-closed-comedo-8.jpg,0,0,0,0,0,0,0,0,0,0.2359334482790521,Viral infections,0.7161,NULL,0,NaN
267,perioral-dermatitis-90.jpg,0,0,0,0,0,0,0,0,0,0.2732631711397502,NULL,NULL,NULL,0,NaN
268,M1080367-Acne_vulgaris_on_cheek_of_14_year-old_boy.jpg,4,46.75,30.5,1451.75,0.30027312049434574,2,0,2,0,0.26274740986138045,NULL,NULL,NULL,1,NaN
269,acne-cystic-97.jpg,6,31.833333333333332,20.166666666666668,782.0,0.1574069309861361,0,2,2,2,0.15294038601787233,Acne and Rosacea Photos,0.9203,NULL,1,NaN
270,acne-cystic-90.jpg,0,0,0,0,0,0,0,0,0,0.24604814838140823,NULL,NULL,NULL,0,NaN
271,acne-pustular-60.jpg,12,30.833333333333332,23.416666666666668,751.0,0.2005308288349981,2,3,7,0,0.18266929644198104,Seborrheic Keratoses and other Benign Tumors,0.5966,NULL,1,NaN
272,acne-cystic-127.jpg,1,79.0,44.0,3476.0,0.31166091292673576,1,0,0,0,0.26552320330382506,NULL,NULL,Acne,1,NaN
273,perioral-dermatitis-109.jpg,0,0,0,0,0,0,0,0,0,0.28741010768883546,Herpes HPV and other STDs Photos,0.5173,NULL,0,NaN
274,OIP (27).jpg,1,27.0,30.0,810.0,0.41274993948196564,1,0,0,0,0.1996010856941185,Acne and Rosacea Photos,0.8951,NULL,1,NaN
275,24.jpg,5,39.0,27.8,1100.4,0.28405535330500836,3,1,0,1,0.16302968092395026,NULL,NULL,NULL,1,NaN
276,GettyImages-552992761_thumb (1).jpg,6,53.0,37.166666666666664,2059.8333333333335,0.21289563889483587,4,1,1,0,0.1741318874190862,NULL,NULL,NULL,1,NaN
277,acne-cystic-84.jpg,13,14.307692307692308,18.153846153846153,262.53846153846155,0.31431850988543936,3,0,10,0,0.20334967847014154,NULL,NULL,NULL,1,NaN
278,08PerioralDerm1.jpg,0,0,0,0,0,0,0,0,0,0.22418053709242644,Acne and Rosacea Photos,0.8794,NULL,0,NaN
279,R (18).jpg,4,32.0,22.0,746.0,0.15012687282947215,1,1,1,1,0.1397901295047167,Viral infections,0.6265,NULL,1,NaN
280,ISS_20309_29682-copy-2-2048x1365.jpg,4,94.0,65.25,6139.5,0.21473835879077882,1,1,2,0,0.2376513338708881,NULL,NULL,NULL,1,NaN
281,acne-scar-4.jpg,6,28.833333333333332,18.5,539.3333333333334,0.19331361797145927,1,1,4,0,0.17748811387981117,Acne and Rosacea Photos,0.9393,NULL,1,NaN
282,hidradenitis-suppurativa-12.jpg,2,20.0,22.0,440.0,0.1881862745098039,0,1,1,0,0.16763880378540305,NULL,NULL,NULL,1,NaN
283,6f47313bb4aa44647c80e46385336467 - Copy.jpg,3,23.0,44.333333333333336,1018.0,0.19644768830585443,3,0,0,0,0.1560645446649941,Psoriasis pictures Lichen Dermatosis and related diseases,0.9114,NULL,1,NaN
284,c96v1mk9aeq31.jpg,6,35.333333333333336,28.166666666666668,1027.0,0.21160174877492297,3,2,1,0,0.133708456814684,Tinea Ringworm Candidiasis and other Fungal Infections,0.9034,NULL,1,NaN
285,hidradenitis-suppurativa-50.jpg,1,19.0,12.0,228.0,0.11743206054351564,0,0,1,0,0.1603239944783295,Tinea Ringworm Candidiasis and other Fungal Infections,0.9756,NULL,1,NaN
286,acne-pustular-26.jpg,4,37.25,22.75,913.5,0.1728508126087733,1,2,1,0,0.17121385842472583,Acne and Rosacea Photos,0.9421,NULL,1,NaN
287,acne (1)1.jpg,1,46.0,26.0,1196.0,0.17959210440028853,1,0,0,0,0.13784701442451652,Acne and Rosacea Photos,0.9387,Acne,1,NaN
288,acne (1)1 - Copy.jpg,1,46.0,26.0,1196.0,0.17959210440028853,1,0,0,0,0.13784701442451652,Acne and Rosacea Photos,0.9387,Acne,1,NaN
289,2 (13).jpg,2,57.5,58.5,3622.5,0.2931261818558162,0,1,0,1,0.2662460875635184,Tinea Ringworm Candidiasis and other Fungal Infections,0.4049,NULL,1,NaN
290,40279_2013_22_Fig4_HTML.jpg,8,25.625,18.875,486.625,0.11274330707922686,3,2,3,0,0.0644689397266194,NULL,NULL,NULL,1,NaN
291,2ff3b83bb9bdfec054e2c2273f02c8c6 - Copy.jpg,2,60.5,64.0,3945.5,0.3165743670392632,0,0,2,0,0.28942191663474887,NULL,NULL,NULL,1,NaN
292,4A5DA7F500000578-5522003-Amy_who_battled_her_erupting_skin_for_15_years_says_doctors_dism-a-26_1521541958104.jpg,7,12.857142857142858,21.714285714285715,285.7142857142857,0.18849520583160712,2,2,1,2,0.1240005294175627,Acne and Rosacea Photos,0.9062,NULL,1,NaN
293,resize.jpg,3,31.333333333333332,35.666666666666664,1156.0,0.08229198029155305,1,2,0,0,0.0,Viral infections,0.454,NULL,1,NaN
294,perioral-dermatitis-122.jpg,2,17.5,24.0,427.5,0.09535258976548877,2,0,0,0,0.0371902543866786,Acne and Rosacea Photos,0.8496,NULL,1,NaN
295,e1b773cde1e05534390aa2404401e974.jpg,9,30.333333333333332,13.444444444444445,417.8888888888889,0.2162521102212412,3,0,6,0,0.13201146291850072,Acne and Rosacea Photos,0.9112,NULL,1,NaN
296,Thirteen ways to remove acne scars quickly in one day (1).jpg,3,55.0,41.666666666666664,2289.6666666666665,0.3207419104100569,2,0,1,0,0.22404632169175073,Acne and Rosacea Photos,0.509,NULL,1,NaN
297,2 (54)1 - Copy.jpg,0,0,0,0,0,0,0,0,0,0.22775858037968763,NULL,NULL,NULL,0,NaN
298,2 (52)1.jpg,4,22.0,17.5,390.5,0.23301969833116537,3,0,0,1,0.19265480502593904,Acne and Rosacea Photos,0.9077,NULL,1,NaN
299,how-to-get-rid-of-acne-and-its-possible-treatments.jpg,17,55.94117647058823,43.8235294117647,2538.5882352941176,0.279994480136851,4,8,2,3,0.18157071040878045,Acne and Rosacea Photos,0.6704,NULL,1,NaN
300,acne-pustular-35.jpg,4,56.5,26.5,1615.0,0.31339100843761636,0,2,0,2,0.2675630735282455,NULL,NULL,NULL,1,NaN
301,OIP (20).jpg,15,15.6,10.466666666666667,176.6,0.28889661652400467,2,2,11,0,0.2512306724491598,Acne and Rosacea Photos,0.945,NULL,1,NaN
302,GettyImages-552992761_thumb.jpg,6,53.0,37.166666666666664,2059.8333333333335,0.21289563889483587,4,1,1,0,0.1741318874190862,NULL,NULL,NULL,1,NaN
303,acne-pustular-36.jpg,4,25.25,34.5,873.5,0.2841144724841617,0,3,1,0,0.23244665910441312,Acne and Rosacea Photos,0.6676,NULL,1,NaN
304,hidradenitis-suppurativa-56.jpg,0,0,0,0,0,0,0,0,0,0.2119426636069138,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.9593,NULL,0,NaN
305,8.jpg,4,16.5,20.0,335.0,0.29312764993911794,2,2,0,0,0.23928894801035325,Acne and Rosacea Photos,0.8798,NULL,1,NaN
306,2 (52).jpg,3,23.333333333333332,17.666666666666668,412.3333333333333,0.2575789178710725,2,1,0,0,0.19267302908903877,Acne and Rosacea Photos,0.925,NULL,1,NaN
307,red-spots-on-skin-facial-rashes.jpg,9,46.666666666666664,25.22222222222222,1270.3333333333333,0.346869909113371,2,5,0,2,0.25360337472253053,NULL,NULL,NULL,1,NaN
308,perioral-dermatitis-87.jpg,0,0,0,0,0,0,0,0,0,0.27080664488017425,NULL,NULL,NULL,0,NaN
309,acne-cystic-92.jpg,0,0,0,0,0,0,0,0,0,0.2552216648933475,NULL,NULL,NULL,0,NaN
310,acne1.jpg,8,28.5,27.375,821.25,0.2292724286752898,4,1,2,1,0.15154921899923923,NULL,NULL,NULL,1,NaN
311,acne-cystic-145.jpg,7,32.714285714285715,24.285714285714285,815.0,0.22775868475229966,3,1,3,0,0.14134768183759291,NULL,NULL,NULL,1,NaN
312,R (16).jpg,3,46.0,31.0,1554.3333333333333,0.3175507534366121,1,0,2,0,0.2085760887227819,Viral infections,0.5247,NULL,1,NaN
313,IMG_3612.JPG.725c4d39a5a52639dde2be8be7b05adc.jpg,2,172.5,127.0,22069.0,0.2952394987693219,2,0,0,0,0.1639390574282643,NULL,NULL,NULL,1,NaN
314,gallery_438857_14052_2182.jpg,2,28.0,37.0,1052.0,0.2925440364307832,2,0,0,0,0.17252607854484386,Tinea Ringworm Candidiasis and other Fungal Infections,0.9723,NULL,1,NaN
315,C0024056-Acne_vulgaris.jpg,4,30.5,36.75,1164.0,0.2046576592058824,3,0,0,1,0.15080035316190268,Acne and Rosacea Photos,0.9165,NULL,1,NaN
316,acne-pustular-67.jpg,6,31.0,16.666666666666668,523.6666666666666,0.16411026600187087,0,2,4,0,0.13996115546546797,NULL,NULL,NULL,1,NaN
317,perioral-dermatitis-42.jpg,1,31.0,18.0,558.0,0.21158900836320194,0,0,1,0,0.2011452679000037,NULL,NULL,NULL,1,NaN
318,R (4).jpg,14,49.57142857142857,33.5,1844.5714285714287,0.09055116253277724,2,4,8,0,0.07914257557189543,NULL,NULL,NULL,1,NaN
319,OIP (30).jpg,4,38.25,22.75,883.75,0.3172798129784705,4,0,0,0,0.3109804213257303,Acne and Rosacea Photos,0.7179,NULL,1,NaN
320,07SteroidPerioral11 - Copy.jpg,2,36.0,25.0,906.0,0.2692592699900112,0,0,2,0,0.20472169717698754,NULL,NULL,NULL,1,NaN
321,acne-open-comedo-22.jpg,22,18.90909090909091,24.227272727272727,479.3181818181818,0.15668437553279102,2,0,20,0,0.14122242070086038,Acne and Rosacea Photos,0.931,NULL,1,NaN
322,acne-open-comedo-36.jpg,9,20.444444444444443,21.444444444444443,754.1111111111111,0.2813498592482185,0,0,8,1,0.2506899938739884,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,0.6132,NULL,1,NaN
323,k92m6peqn1n31.jpg,0,0,0,0,0,0,0,0,0,0.14527024276008052,Acne and Rosacea Photos,0.9411,NULL,0,NaN
324,large.IMG_8887.JPG.be05af23e48fb382e5811e2f915ddf90.jpg,5,33.6,41.4,1411.8,0.28778554825231584,0,1,4,0,0.17605370370370368,Bullous Disease Photos,0.4513,NULL,1,NaN
325,before-and-after-1603488659.jpg,3,22.666666666666668,38.666666666666664,849.0,0.22067316917959878,3,0,0,0,0.15754165308782792,Acne and Rosacea Photos,0.9158,NULL,1,NaN
